tier,wins,losses,veteran,inactive,freshBlood,hotStreak,role,winRate,totalGames,region
CHALLENGER,263,159,False,False,True,True,Bottom,62.32,422,Korea
CHALLENGER,190,150,False,False,False,False,Bottom,55.88,340,Korea
CHALLENGER,87,98,False,False,False,False,Bottom,47.03,185,Korea
CHALLENGER,279,244,True,False,False,False,Top,53.35,523,Korea
CHALLENGER,181,152,True,False,False,False,Top,54.35,333,Korea
CHALLENGER,253,221,True,False,False,True,Bottom,53.38,474,Korea
CHALLENGER,204,182,True,False,False,True,Mid,52.85,386,Korea
CHALLENGER,156,134,True,False,False,False,Bottom,53.79,290,Korea
CHALLENGER,131,105,False,False,False,False,Bottom,55.51,236,Korea
CHALLENGER,243,210,False,False,False,False,Top,53.64,453,Korea
CHALLENGER,155,126,True,False,False,False,Mid,55.16,281,Korea
CHALLENGER,129,96,False,False,False,False,Bottom,57.33,225,Korea
CHALLENGER,126,35,False,False,False,False,Mid,78.26,161,Korea
CHALLENGER,217,196,True,False,False,False,Top,52.54,413,Korea
CHALLENGER,126,97,True,False,False,False,Jungle,56.5,223,Korea
CHALLENGER,253,227,True,False,False,False,Top,52.71,480,Korea
CHALLENGER,203,153,True,False,False,False,Bottom,57.02,356,Korea
CHALLENGER,139,97,False,False,True,False,Mid,58.9,236,Korea
CHALLENGER,237,193,False,False,True,False,Mid,55.12,430,Korea
CHALLENGER,139,100,False,False,True,False,Bottom,58.16,239,Korea
CHALLENGER,105,88,False,False,False,False,Jungle,54.4,193,Korea
CHALLENGER,149,125,True,False,False,False,Mid,54.38,274,Korea
CHALLENGER,117,79,True,False,False,False,Bottom,59.69,196,Korea
CHALLENGER,343,231,False,False,False,False,Top,59.76,574,Korea
CHALLENGER,178,146,False,False,True,False,Bottom,54.94,324,Korea
CHALLENGER,120,102,False,False,False,False,Bottom,54.05,222,Korea
CHALLENGER,80,58,False,False,False,False,Bottom,57.97,138,Korea
CHALLENGER,66,65,False,False,False,False,Mid,50.38,131,Korea
CHALLENGER,215,175,False,False,True,False,Top,55.13,390,Korea
CHALLENGER,213,185,True,False,False,False,Jungle,53.52,398,Korea
CHALLENGER,357,304,True,False,False,False,Jungle,54.01,661,Korea
CHALLENGER,133,114,False,False,False,False,Mid,53.85,247,Korea
CHALLENGER,154,127,False,False,True,True,Top,54.8,281,Korea
CHALLENGER,138,88,False,False,False,False,Bottom,61.06,226,Korea
CHALLENGER,114,81,True,False,False,False,Bottom,58.46,195,Korea
CHALLENGER,218,194,False,False,True,True,Bottom,52.91,412,Korea
CHALLENGER,216,192,True,False,False,False,Top,52.94,408,Korea
CHALLENGER,183,155,True,False,False,True,Mid,54.14,338,Korea
CHALLENGER,117,91,False,False,False,False,Top,56.25,208,Korea
CHALLENGER,271,243,False,False,True,False,Top,52.72,514,Korea
CHALLENGER,217,180,False,False,False,False,Bottom,54.66,397,Korea
CHALLENGER,214,192,False,False,False,False,Bottom,52.71,406,Korea
CHALLENGER,296,205,True,False,False,False,Top,59.08,501,Korea
CHALLENGER,217,178,False,False,True,False,Mid,54.94,395,Korea
CHALLENGER,258,223,False,False,False,True,Bottom,53.64,481,Korea
CHALLENGER,141,69,False,False,True,True,Bottom,67.14,210,Korea
CHALLENGER,190,179,False,False,True,False,Bottom,51.49,369,Korea
CHALLENGER,160,131,True,False,False,True,Bottom,54.98,291,Korea
CHALLENGER,236,199,False,False,False,False,Bottom,54.25,435,Korea
CHALLENGER,402,371,False,False,True,False,Top,52.01,773,Korea
CHALLENGER,179,149,True,False,False,False,Jungle,54.57,328,Korea
CHALLENGER,170,142,False,False,True,True,Top,54.49,312,Korea
CHALLENGER,124,94,False,False,False,False,Bottom,56.88,218,Korea
CHALLENGER,70,35,False,False,False,True,Mid,66.67,105,Korea
CHALLENGER,110,87,False,False,False,False,Jungle,55.84,197,Korea
CHALLENGER,198,162,True,False,False,False,Mid,55.0,360,Korea
CHALLENGER,48,47,False,False,False,False,Top,50.53,95,Korea
CHALLENGER,237,220,False,False,True,True,Bottom,51.86,457,Korea
CHALLENGER,92,63,False,False,False,False,Bottom,59.35,155,Korea
CHALLENGER,171,141,False,False,False,True,Bottom,54.81,312,Korea
CHALLENGER,68,52,False,False,False,False,Bottom,56.67,120,Korea
CHALLENGER,218,213,True,False,False,False,Top,50.58,431,Korea
CHALLENGER,195,166,True,False,False,False,Top,54.02,361,Korea
CHALLENGER,162,123,False,False,True,False,Bottom,56.84,285,Korea
CHALLENGER,103,74,False,False,False,False,Top,58.19,177,Korea
CHALLENGER,77,48,False,False,False,False,Top,61.6,125,Korea
CHALLENGER,389,359,True,False,False,False,Jungle,52.01,748,Korea
CHALLENGER,199,162,True,False,False,False,Bottom,55.12,361,Korea
CHALLENGER,189,165,True,False,False,False,Jungle,53.39,354,Korea
CHALLENGER,106,76,False,False,False,True,Bottom,58.24,182,Korea
CHALLENGER,70,71,False,False,False,False,Top,49.65,141,Korea
CHALLENGER,182,144,True,False,False,False,Jungle,55.83,326,Korea
CHALLENGER,84,67,True,False,False,False,Bottom,55.63,151,Korea
CHALLENGER,206,167,False,False,True,True,Bottom,55.23,373,Korea
CHALLENGER,74,42,False,False,False,False,Mid,63.79,116,Korea
CHALLENGER,201,163,True,False,False,True,Jungle,55.22,364,Korea
CHALLENGER,392,359,True,False,False,False,Bottom,52.2,751,Korea
CHALLENGER,100,81,False,False,True,False,Jungle,55.25,181,Korea
CHALLENGER,287,260,False,False,True,False,Bottom,52.47,547,Korea
CHALLENGER,228,205,False,False,False,False,Jungle,52.66,433,Korea
CHALLENGER,137,141,True,False,False,False,Mid,49.28,278,Korea
CHALLENGER,58,69,False,False,False,False,Mid,45.67,127,Korea
CHALLENGER,249,211,False,False,True,True,Jungle,54.13,460,Korea
CHALLENGER,89,76,False,False,False,True,Bottom,53.94,165,Korea
CHALLENGER,107,110,False,False,False,False,Mid,49.31,217,Korea
CHALLENGER,167,129,False,False,False,True,Bottom,56.42,296,Korea
CHALLENGER,205,180,False,False,False,False,Mid,53.25,385,Korea
CHALLENGER,90,83,False,False,False,False,Bottom,52.02,173,Korea
CHALLENGER,194,163,False,False,True,True,Mid,54.34,357,Korea
CHALLENGER,164,130,False,False,False,False,Jungle,55.78,294,Korea
CHALLENGER,138,99,False,False,True,False,Top,58.23,237,Korea
CHALLENGER,140,108,True,False,False,False,Bottom,56.45,248,Korea
CHALLENGER,270,249,True,False,False,False,Bottom,52.02,519,Korea
CHALLENGER,158,116,True,False,False,True,Bottom,57.66,274,Korea
CHALLENGER,141,105,False,False,False,True,Bottom,57.32,246,Korea
CHALLENGER,70,30,False,False,False,False,Jungle,70.0,100,Korea
CHALLENGER,351,307,True,False,False,False,Bottom,53.34,658,Korea
CHALLENGER,165,141,False,False,False,False,Bottom,53.92,306,Korea
CHALLENGER,219,190,True,False,False,False,Bottom,53.55,409,Korea
CHALLENGER,198,169,True,False,False,False,Top,53.95,367,Korea
CHALLENGER,187,100,False,False,False,False,Bottom,65.16,287,Korea
CHALLENGER,167,83,False,False,False,False,Mid,66.8,250,Korea
CHALLENGER,73,50,False,False,False,False,Top,59.35,123,Korea
CHALLENGER,269,158,False,False,True,False,Top,63.0,427,Korea
CHALLENGER,206,172,True,False,False,False,Top,54.5,378,Korea
CHALLENGER,113,85,False,False,False,False,Top,57.07,198,Korea
CHALLENGER,250,225,False,False,True,False,Top,52.63,475,Korea
CHALLENGER,175,146,False,False,True,False,Jungle,54.52,321,Korea
CHALLENGER,315,279,False,False,True,True,Top,53.03,594,Korea
CHALLENGER,191,106,False,False,False,False,Bottom,64.31,297,Korea
CHALLENGER,217,183,False,False,False,False,Mid,54.25,400,Korea
CHALLENGER,116,90,False,False,False,False,Jungle,56.31,206,Korea
CHALLENGER,297,277,False,False,False,False,Bottom,51.74,574,Korea
CHALLENGER,108,83,False,False,False,False,Bottom,56.54,191,Korea
CHALLENGER,77,49,False,False,True,False,Bottom,61.11,126,Korea
CHALLENGER,189,167,False,False,True,False,Mid,53.09,356,Korea
CHALLENGER,126,104,False,False,False,False,Bottom,54.78,230,Korea
CHALLENGER,114,84,False,False,False,True,Top,57.58,198,Korea
CHALLENGER,75,75,False,False,False,False,Top,50.0,150,Korea
CHALLENGER,338,238,False,False,True,False,Jungle,58.68,576,Korea
CHALLENGER,122,90,False,False,True,False,Top,57.55,212,Korea
CHALLENGER,277,243,True,False,False,False,Jungle,53.27,520,Korea
CHALLENGER,348,306,False,False,True,False,Top,53.21,654,Korea
CHALLENGER,193,165,False,False,False,False,Jungle,53.91,358,Korea
CHALLENGER,103,82,False,False,False,False,Bottom,55.68,185,Korea
CHALLENGER,100,77,False,False,True,False,Mid,56.5,177,Korea
CHALLENGER,172,135,False,False,True,True,Bottom,56.03,307,Korea
CHALLENGER,67,62,False,False,True,True,Bottom,51.94,129,Korea
CHALLENGER,154,129,False,False,False,False,Bottom,54.42,283,Korea
CHALLENGER,103,66,False,False,True,True,Top,60.95,169,Korea
CHALLENGER,160,134,False,False,False,False,Mid,54.42,294,Korea
CHALLENGER,123,92,False,False,True,False,Bottom,57.21,215,Korea
CHALLENGER,132,110,False,False,True,False,Mid,54.55,242,Korea
CHALLENGER,103,82,False,False,True,True,Jungle,55.68,185,Korea
CHALLENGER,186,140,False,False,True,False,Top,57.06,326,Korea
CHALLENGER,217,206,False,False,True,False,Jungle,51.3,423,Korea
CHALLENGER,163,170,False,False,True,True,Top,48.95,333,Korea
CHALLENGER,79,50,False,False,True,False,Jungle,61.24,129,Korea
CHALLENGER,102,72,False,False,False,False,Bottom,58.62,174,Korea
CHALLENGER,211,182,False,False,True,False,Bottom,53.69,393,Korea
CHALLENGER,192,85,False,False,True,True,Mid,69.31,277,Korea
CHALLENGER,138,162,True,False,False,False,Top,46.0,300,Korea
CHALLENGER,335,248,True,False,False,False,Mid,57.46,583,Korea
CHALLENGER,176,136,False,False,True,False,Bottom,56.41,312,Korea
CHALLENGER,173,144,False,False,True,False,Top,54.57,317,Korea
CHALLENGER,177,141,False,False,False,False,Mid,55.66,318,Korea
CHALLENGER,153,123,False,False,True,True,Jungle,55.43,276,Korea
CHALLENGER,240,220,False,False,True,True,Bottom,52.17,460,Korea
CHALLENGER,173,141,False,False,True,True,Bottom,55.1,314,Korea
CHALLENGER,166,148,True,False,False,False,Jungle,52.87,314,Korea
CHALLENGER,414,381,False,False,True,True,Mid,52.08,795,Korea
CHALLENGER,218,194,False,False,True,False,Bottom,52.91,412,Korea
CHALLENGER,256,243,False,False,True,False,Jungle,51.3,499,Korea
CHALLENGER,204,181,False,False,True,False,Jungle,52.99,385,Korea
CHALLENGER,59,30,False,False,True,True,Top,66.29,89,Korea
CHALLENGER,108,88,True,False,False,False,Bottom,55.1,196,Korea
CHALLENGER,179,147,False,False,True,True,Bottom,54.91,326,Korea
CHALLENGER,165,139,False,False,True,False,Jungle,54.28,304,Korea
CHALLENGER,183,150,False,False,False,False,Bottom,54.95,333,Korea
CHALLENGER,237,209,False,False,False,False,Mid,53.14,446,Korea
CHALLENGER,109,83,False,False,True,False,Mid,56.77,192,Korea
CHALLENGER,188,163,False,False,True,False,Bottom,53.56,351,Korea
CHALLENGER,134,112,False,False,True,True,Jungle,54.47,246,Korea
CHALLENGER,165,129,False,False,True,True,Top,56.12,294,Korea
CHALLENGER,123,89,True,False,False,False,Bottom,58.02,212,Korea
CHALLENGER,155,126,False,False,True,False,Top,55.16,281,Korea
CHALLENGER,185,164,False,False,True,False,Bottom,53.01,349,Korea
CHALLENGER,176,123,False,False,True,False,Top,58.86,299,Korea
CHALLENGER,229,211,False,False,True,False,Jungle,52.05,440,Korea
CHALLENGER,232,208,False,False,True,False,Bottom,52.73,440,Korea
CHALLENGER,354,301,False,False,True,False,Mid,54.05,655,Korea
GRANDMASTER,145,110,False,False,True,True,Mid,56.86,255,Korea
GRANDMASTER,273,242,False,False,True,True,Top,53.01,515,Korea
GRANDMASTER,93,62,False,False,False,False,Bottom,60.0,155,Korea
GRANDMASTER,151,129,True,False,False,False,Bottom,53.93,280,Korea
GRANDMASTER,110,97,False,False,True,True,Bottom,53.14,207,Korea
GRANDMASTER,70,54,False,False,False,True,Jungle,56.45,124,Korea
GRANDMASTER,258,230,False,False,True,True,Mid,52.87,488,Korea
GRANDMASTER,255,237,True,False,False,True,Bottom,51.83,492,Korea
GRANDMASTER,202,182,False,False,True,False,Mid,52.6,384,Korea
GRANDMASTER,188,162,False,False,True,True,Mid,53.71,350,Korea
GRANDMASTER,376,346,True,False,False,False,Bottom,52.08,722,Korea
GRANDMASTER,261,243,False,False,True,False,Jungle,51.79,504,Korea
GRANDMASTER,109,89,False,False,False,True,Mid,55.05,198,Korea
GRANDMASTER,78,38,False,False,True,False,Jungle,67.24,116,Korea
GRANDMASTER,170,121,False,False,True,True,Bottom,58.42,291,Korea
GRANDMASTER,100,82,False,False,True,False,Bottom,54.95,182,Korea
GRANDMASTER,287,244,False,False,False,False,Top,54.05,531,Korea
GRANDMASTER,304,314,False,False,True,False,Top,49.19,618,Korea
GRANDMASTER,138,124,False,False,True,False,Mid,52.67,262,Korea
GRANDMASTER,127,98,False,False,False,True,Bottom,56.44,225,Korea
GRANDMASTER,135,116,False,False,True,False,Top,53.78,251,Korea
GRANDMASTER,62,23,False,False,True,False,Jungle,72.94,85,Korea
GRANDMASTER,103,80,False,False,True,False,Jungle,56.28,183,Korea
GRANDMASTER,316,295,True,False,False,False,Mid,51.72,611,Korea
GRANDMASTER,84,93,False,False,True,False,Bottom,47.46,177,Korea
GRANDMASTER,40,34,False,False,False,False,Mid,54.05,74,Korea
GRANDMASTER,110,77,False,False,True,False,Mid,58.82,187,Korea
GRANDMASTER,84,63,False,False,False,False,Top,57.14,147,Korea
GRANDMASTER,287,277,False,False,True,False,Bottom,50.89,564,Korea
GRANDMASTER,305,289,True,False,False,False,Bottom,51.35,594,Korea
GRANDMASTER,291,263,False,False,True,True,Jungle,52.53,554,Korea
GRANDMASTER,101,70,False,False,True,False,Bottom,59.06,171,Korea
GRANDMASTER,306,319,False,False,True,True,Bottom,48.96,625,Korea
GRANDMASTER,116,125,False,False,True,False,Bottom,48.13,241,Korea
GRANDMASTER,319,285,False,False,True,False,Top,52.81,604,Korea
GRANDMASTER,188,154,False,False,True,False,Jungle,54.97,342,Korea
GRANDMASTER,152,107,False,False,True,False,Bottom,58.69,259,Korea
GRANDMASTER,112,92,False,False,True,False,Bottom,54.9,204,Korea
GRANDMASTER,231,210,False,False,True,False,Bottom,52.38,441,Korea
GRANDMASTER,325,295,False,False,True,True,Top,52.42,620,Korea
GRANDMASTER,265,240,True,False,False,False,Jungle,52.48,505,Korea
GRANDMASTER,179,147,True,False,False,True,Bottom,54.91,326,Korea
GRANDMASTER,124,87,False,False,False,True,Bottom,58.77,211,Korea
GRANDMASTER,122,91,True,False,False,False,Bottom,57.28,213,Korea
GRANDMASTER,224,203,True,False,False,False,Bottom,52.46,427,Korea
GRANDMASTER,265,184,False,False,True,False,Bottom,59.02,449,Korea
GRANDMASTER,312,292,False,False,False,True,Mid,51.66,604,Korea
GRANDMASTER,300,264,True,False,False,False,Mid,53.19,564,Korea
GRANDMASTER,120,95,False,False,True,True,Bottom,55.81,215,Korea
GRANDMASTER,152,128,True,False,False,True,Jungle,54.29,280,Korea
GRANDMASTER,209,187,False,False,True,True,Mid,52.78,396,Korea
GRANDMASTER,74,63,False,False,False,False,Jungle,54.01,137,Korea
GRANDMASTER,158,136,False,False,True,False,Jungle,53.74,294,Korea
GRANDMASTER,110,111,False,False,True,False,Bottom,49.77,221,Korea
GRANDMASTER,237,219,False,False,False,False,Jungle,51.97,456,Korea
GRANDMASTER,130,91,True,False,False,False,Jungle,58.82,221,Korea
GRANDMASTER,118,94,True,False,False,False,Jungle,55.66,212,Korea
GRANDMASTER,291,266,False,False,True,False,Mid,52.24,557,Korea
GRANDMASTER,188,169,False,False,True,False,Mid,52.66,357,Korea
GRANDMASTER,106,96,False,False,True,False,Bottom,52.48,202,Korea
GRANDMASTER,273,258,True,False,False,False,Jungle,51.41,531,Korea
GRANDMASTER,336,306,True,False,False,False,Top,52.34,642,Korea
GRANDMASTER,105,90,False,False,False,False,Jungle,53.85,195,Korea
GRANDMASTER,97,78,False,False,False,False,Jungle,55.43,175,Korea
GRANDMASTER,142,160,False,False,True,False,Top,47.02,302,Korea
GRANDMASTER,322,291,False,False,True,True,Top,52.53,613,Korea
GRANDMASTER,79,53,False,False,False,False,Top,59.85,132,Korea
GRANDMASTER,172,148,False,False,False,False,Top,53.75,320,Korea
GRANDMASTER,118,96,False,False,False,False,Jungle,55.14,214,Korea
GRANDMASTER,280,267,True,False,False,False,Bottom,51.19,547,Korea
GRANDMASTER,370,326,False,False,True,False,Mid,53.16,696,Korea
GRANDMASTER,250,219,False,False,True,False,Bottom,53.3,469,Korea
GRANDMASTER,77,72,False,False,False,False,Bottom,51.68,149,Korea
GRANDMASTER,56,39,False,False,False,True,Jungle,58.95,95,Korea
GRANDMASTER,194,163,False,False,False,False,Top,54.34,357,Korea
GRANDMASTER,116,92,False,False,True,False,Jungle,55.77,208,Korea
GRANDMASTER,114,86,False,False,True,False,Bottom,57.0,200,Korea
GRANDMASTER,92,72,False,False,False,False,Bottom,56.1,164,Korea
GRANDMASTER,367,360,False,False,True,False,Bottom,50.48,727,Korea
GRANDMASTER,297,271,True,False,False,False,Jungle,52.29,568,Korea
GRANDMASTER,107,92,False,False,False,False,Mid,53.77,199,Korea
GRANDMASTER,136,117,False,False,False,False,Top,53.75,253,Korea
GRANDMASTER,217,202,False,False,False,True,Top,51.79,419,Korea
GRANDMASTER,121,109,False,False,False,False,Mid,52.61,230,Korea
GRANDMASTER,91,104,False,False,True,False,Bottom,46.67,195,Korea
GRANDMASTER,135,103,False,False,True,False,Mid,56.72,238,Korea
GRANDMASTER,70,40,False,False,False,False,Bottom,63.64,110,Korea
GRANDMASTER,97,101,False,False,True,False,Mid,48.99,198,Korea
GRANDMASTER,190,190,False,False,False,False,Mid,50.0,380,Korea
GRANDMASTER,320,294,False,False,False,False,Top,52.12,614,Korea
GRANDMASTER,100,76,False,False,False,False,Top,56.82,176,Korea
GRANDMASTER,162,149,True,False,False,False,Bottom,52.09,311,Korea
GRANDMASTER,56,59,False,False,False,False,Top,48.7,115,Korea
GRANDMASTER,192,163,False,False,True,False,Mid,54.08,355,Korea
GRANDMASTER,224,207,False,False,False,False,Jungle,51.97,431,Korea
GRANDMASTER,221,193,False,False,False,False,Bottom,53.38,414,Korea
GRANDMASTER,148,121,True,False,False,True,Jungle,55.02,269,Korea
GRANDMASTER,135,100,False,False,True,False,Bottom,57.45,235,Korea
GRANDMASTER,71,45,False,False,False,True,Top,61.21,116,Korea
GRANDMASTER,307,213,False,False,False,False,Bottom,59.04,520,Korea
GRANDMASTER,80,67,True,False,False,False,Jungle,54.42,147,Korea
